tconst,averagerating,numvotes,primary_title,original_title,start_year,runtime_minutes,genres,studio,domestic_gross,foreign_gross,release_year
tt1990352,7.3,1115,The Island President,The Island President,2011,101.0,Documentary,Gold.,76400.0,78430930.02516411,2012
tt2014392,7.3,1877,Violeta Went to Heaven,Violeta se fue a los cielos,2011,110.0,"Biography,Drama,Music",KL,21500.0,1200000.0,2013
tt2057392,7.3,72301,Eye in the Sky,Eye in the Sky,2015,102.0,"Drama,Thriller,War",BST,18700000.0,78430930.02516411,2016
tt2091256,6.2,21903,Captain Underpants: The First Epic Movie,Captain Underpants: The First Epic Movie,2017,89.0,"Action,Animation,Comedy",Fox,73900000.0,51600000.0,2017
tt2094766,5.8,167110,Assassin's Creed,Assassin's Creed,2016,115.0,"Action,Adventure,Sci-Fi",Fox,54600000.0,186300000.0,2016
tt2109176,6.5,12,Noah,Noah,2011,105.0,"Drama,Thriller",Par.,101200000.0,261399999.0,2014
tt2159988,6.8,126,The Walk,The Walk,2015,89.0,"Crime,Thriller",TriS,10100000.0,51000000.0,2015
tt2169322,6.4,2027,Finding Mr. Right,Bei Jing yu shang Xi Ya Tu,2013,121.0,Comedy,CL,6900.0,78430930.02516411,2013
tt2238050,6.4,25376,White Bird in a Blizzard,White Bird in a Blizzard,2014,91.0,"Drama,Mystery,Thriller",Magn.,33800.0,78430930.02516411,2014
tt2309021,5.9,18381,We Are What We Are,We Are What We Are,2013,105.0,"Drama,Horror,Thriller",EOne,81400.0,78430930.02516411,2013
tt2315152,7.4,5657,A Werewolf Boy,Neuk-dae-so-nyeon,2012,122.0,"Fantasy,Romance",CJ,343000.0,41300000.0,2012
tt2339505,6.5,4527,Kochadaiiyaan,Kochadaiiyaan,2014,124.0,"Action,Animation",Eros,817000.0,78430930.02516411,2014
tt2368635,6.1,2742,Bird People,Bird People,2014,127.0,"Drama,Fantasy,Romance",IFC,32100.0,78430930.02516411,2014
tt2371824,6.8,3815,Paradise: Faith,Paradies: Glaube,2012,115.0,Drama,Strand,6500.0,78430930.02516411,2013
tt2403021,5.3,33239,The Green Inferno,The Green Inferno,2013,100.0,"Adventure,Horror",BH Tilt,7200000.0,78430930.02516411,2015
tt2404425,7.3,48501,Woman in Gold,Woman in Gold,2015,109.0,"Biography,Drama,History",Wein.,33299999.0,28300000.0,2015
tt2446042,6.0,165072,Taken 3,Taken 3,2014,108.0,"Action,Thriller",Fox,89300000.0,237200000.0,2015
tt2473682,5.0,37147,Paranormal Activity: The Marked Ones,Paranormal Activity: The Marked Ones,2014,84.0,"Horror,Mystery,Thriller",Par.,32500000.0,58400000.0,2014
tt2627798,3.8,6,The Last Station,The Last Station,2011,107.25874831763123,Drama,SPC,6600000.0,6900000.0,2010
tt2637276,6.3,165843,Ted 2,Ted 2,2015,115.0,Comedy,Uni.,81500000.0,135200000.0,2015
tt2660888,7.1,209844,Star Trek Beyond,Star Trek Beyond,2016,122.0,"Action,Adventure,Sci-Fi",Par.,158800000.0,184600000.0,2016
tt2698966,6.1,624,The Debt,Oliver's Deal,2015,99.0,"Drama,Mystery,Thriller",Focus,31200000.0,14500000.0,2011
tt2865120,5.6,9033,Ratchet & Clank,Ratchet & Clank,2016,94.0,"Action,Adventure,Animation",Focus,8800000.0,78430930.02516411,2016
tt2936884,6.3,2297,Lost in Paris,Paris pieds nus,2016,83.0,Comedy,Osci.,692000.0,78430930.02516411,2017
tt2994190,6.9,36700,Camp X-Ray,Camp X-Ray,2014,117.0,"Drama,War",IFC,13300.0,78430930.02516411,2014
tt3014666,5.5,12402,Moms' Night Out,Moms' Night Out,2014,98.0,Comedy,TriS,10400000.0,78430930.02516411,2014
tt3289728,6.1,24032,Equals,Equals,2015,101.0,"Drama,Romance,Sci-Fi",A24,33300.0,2100000.0,2016
tt3398048,4.2,2714,Tevar,Tevar,2015,157.0,"Action,Drama,Romance",Eros,236000.0,78430930.02516411,2015
tt3450650,4.4,30828,Paul Blart: Mall Cop 2,Paul Blart: Mall Cop 2,2015,94.0,"Action,Comedy,Crime",Sony,71000000.0,36600000.0,2015
tt3508808,6.6,294,Another Year,Eshche odin god,2014,107.0,"Drama,Romance",SPC,3200000.0,16500000.0,2010
tt3576728,8.0,16854,Bilal: A New Breed of Hero,Bilal: A New Breed of Hero,2015,105.0,"Action,Adventure,Animation",VE,491000.0,1700000.0,2018
tt3577624,6.8,18190,A Perfect Day,A Perfect Day,2015,106.0,"Comedy,Drama,War",IFC,14000.0,1700000.0,2016
tt3638396,7.0,6580,Closet Monster,Closet Monster,2015,90.0,"Drama,Fantasy,Mystery",Strand,42200.0,78430930.02516411,2016
tt3674140,8.4,17262,The Salt of the Earth,The Salt of the Earth,2014,110.0,"Biography,Documentary,History",SPC,1300000.0,78430930.02516411,2015
tt6651330,7.2,14,Goodbye Mr. Loser,Goodbye Mr. Loser,2017,105.0,Comedy,CL,1300000.0,226800000.0,2015
tt7002100,7.4,35,Coco,Coco,2017,98.0,Horror,BV,209700000.0,597400000.0,2017
tt7131870,6.2,5684,Wolf Warrior 2,Zhan lang II,2017,123.0,"Action,Drama,Thriller",HC,2700000.0,867600000.0,2017
tt8331988,7.1,147,The Chambermaid,La camarista,2018,102.0,Drama,FM,300.0,78430930.02516411,2015
tt0840361,7.6,322524,The Town,The Town,2010,125.0,"Crime,Drama,Thriller",WB,92200000.0,61800000.0,2010
tt0970866,5.5,99222,Little Fockers,Little Fockers,2010,98.0,"Comedy,Romance",Uni.,148400000.0,162200000.0,2010
tt0974015,6.5,329135,Justice League,Justice League,2017,120.0,"Action,Adventure,Fantasy",WB,229000000.0,428900000.0,2017
tt0993842,6.8,179178,Hanna,Hanna,2011,111.0,"Action,Drama,Thriller",Focus,40300000.0,23500000.0,2011
tt1032751,6.3,24271,The Warrior's Way,The Warrior's Way,2010,100.0,"Action,Fantasy,Western",Rela.,5700000.0,5400000.0,2010
tt1093357,4.9,55071,The Darkest Hour,The Darkest Hour,2011,89.0,"Action,Adventure,Horror",Sum.,21400000.0,43200000.0,2011
tt1121096,5.5,66565,Seventh Son,Seventh Son,2014,102.0,"Action,Adventure,Fantasy",Uni.,17200000.0,97000000.0,2015
tt1172991,6.8,41139,The Company Men,The Company Men,2010,104.0,Drama,Wein.,4400000.0,441000.0,2011
tt1226837,7.3,30368,Beautiful Boy,Beautiful Boy,2018,120.0,"Biography,Drama",Anch.,77200.0,78430930.02516411,2011
tt1268204,7.9,8007,Waste Land,Waste Land,2010,99.0,Documentary,Arth.,188000.0,88700.0,2010
tt1274300,5.4,7073,The Tempest,The Tempest,2010,110.0,"Comedy,Drama,Fantasy",Mira.,278000.0,68700.0,2010
tt1284575,5.7,181189,Bad Teacher,Bad Teacher,2011,92.0,"Comedy,Romance",Sony,100300000.0,115900000.0,2011
tt1341341,5.5,3951,Ceremony,Ceremony,2010,89.0,"Comedy,Romance",Magn.,22300.0,78430930.02516411,2011
tt1403988,5.1,11069,The Romantics,The Romantics,2010,95.0,"Comedy,Drama,Romance",FOAK,107000.0,17300.0,2010
tt1407061,5.9,12466,Just Wright,Just Wright,2010,100.0,"Comedy,Romance,Sport",FoxS,21500000.0,29900.0,2010
tt1430612,5.7,37528,Brick Mansions,Brick Mansions,2014,90.0,"Action,Crime",Rela.,20400000.0,48500000.0,2014
tt1454700,7.1,565,Truth,Truth,2017,80.0,"Drama,History,Thriller",SPC,2500000.0,78430930.02516411,2015
tt1457767,7.5,397233,The Conjuring,The Conjuring,2013,112.0,"Horror,Mystery,Thriller",WB (NL),137400000.0,182100000.0,2013
tt1483013,7.0,453966,Oblivion,Oblivion,2013,124.0,"Action,Adventure,Sci-Fi",Uni.,89100000.0,197100000.0,2013
tt1485749,7.2,3361,Mr. Pip,Mr. Pip,2012,116.0,"Drama,War",Free,1700.0,78430930.02516411,2014
tt1507563,4.3,7682,Dark Tide,Dark Tide,2012,94.0,"Action,Adventure,Drama",WHE,30640331.54076539,432000.0,2012
tt1518812,6.6,10439,Meek's Cutoff,Meek's Cutoff,2010,104.0,"Drama,Western",Osci.,978000.0,78430930.02516411,2011
tt1541160,6.4,30352,Flypaper,Flypaper,2011,87.0,"Comedy,Crime,Mystery",IFC,5000.0,3100000.0,2011
tt1558250,7.7,9940,GasLand,GasLand,2010,107.0,Documentary,WOW,30800.0,18600.0,2010
tt1578261,5.2,3651,Break Ke Baad,Break Ke Baad,2010,118.0,"Comedy,Drama,Romance",Relbig.,428000.0,389000.0,2010
tt1582248,6.9,21540,Puncture,Puncture,2011,100.0,"Biography,Drama",MNE,68900.0,78430930.02516411,2011
tt1587310,7.0,305832,Maleficent,Maleficent,2014,97.0,"Action,Adventure,Family",BV,241400000.0,517100000.0,2014
tt1596343,7.3,329892,Fast Five,Fast Five,2011,130.0,"Action,Crime,Thriller",Uni.,209800000.0,416300000.0,2011
tt1600524,7.2,24426,Heartbeats,Les amours imaginaires,2010,101.0,"Drama,Romance",IFC,68700.0,520000.0,2011
tt1603257,4.7,21608,ATM,ATM,2012,90.0,"Horror,Thriller",IFC,3000.0,78430930.02516411,2012
tt1625346,6.3,74071,Young Adult,Young Adult,2011,94.0,"Comedy,Drama",Par.,16300000.0,6600000.0,2011
tt1629705,6.6,8553,Blackthorn,Blackthorn,2011,102.0,"Action,Adventure,Western",Magn.,201000.0,423000.0,2011
tt1637681,6.8,267,Flowers,Flowers,2010,110.0,Drama,MBox,61600.0,78430930.02516411,2015
tt1639901,6.7,1370,A Screaming Man,Un homme qui crie,2010,92.0,Drama,FM,9900.0,175000.0,2011
tt1657507,6.4,87659,Colombiana,Colombiana,2011,108.0,"Action,Drama,Thriller",TriS,36700000.0,24300000.0,2011
tt1664775,4.6,54,Pixels,Piksele,2010,100.0,"Action,Comedy",Sony,78700000.0,166100000.0,2015
tt1683921,6.7,4238,Sleepless Night,Nuit blanche,2011,103.0,"Action,Crime,Thriller",Trib.,3400.0,78430930.02516411,2012
tt1690389,6.4,1266,You Ain't Seen Nothin' Yet,Vous n'avez encore rien vu,2012,115.0,"Comedy,Drama",KL,18900.0,488000.0,2013
tt1696535,6.3,1035,El Bulli: Cooking in Progress,El Bulli: Cooking in Progress,2010,108.0,Documentary,AM,237000.0,78430930.02516411,2011
tt1699518,6.6,4346,The Young Karl Marx,Le jeune Karl Marx,2017,118.0,"Biography,Drama,History",Orch.,126000.0,78430930.02516411,2018
tt1790885,7.4,251072,Zero Dark Thirty,Zero Dark Thirty,2012,157.0,"Drama,Thriller",Sony,95700000.0,37100000.0,2012
tt1800302,6.7,50509,Gold,Gold,2016,120.0,"Adventure,Drama,Thriller",Wein.,7200000.0,7700000.0,2017
tt1825157,6.5,44043,The Double,The Double,2013,93.0,"Comedy,Drama,Mystery",Imag.,138000.0,3600000.0,2011
tt1853728,8.4,1211405,Django Unchained,Django Unchained,2012,165.0,"Drama,Western",Wein.,162800000.0,262600000.0,2012
tt1870529,6.4,5915,Won't Back Down,Won't Back Down,2012,121.0,Drama,Fox,5300000.0,78430930.02516411,2012
tt1872194,7.4,162952,The Judge,The Judge,2014,141.0,"Crime,Drama",WB,47100000.0,37300000.0,2014
tt1883180,7.0,14199,A Pigeon Sat on a Branch Reflecting on Existence,En duva satt på en gren och funderade på tillvaron,2014,101.0,"Comedy,Drama,Fantasy",Magn.,223000.0,78430930.02516411,2015
tt1924396,7.8,96073,The Best Offer,La migliore offerta,2013,131.0,"Crime,Drama,Mystery",IFC,100000.0,78430930.02516411,2014
tt1937118,7.0,12335,Chinese Puzzle,Casse-tête chinois,2013,117.0,"Comedy,Drama,Romance",Cohen,339000.0,7100000.0,2014
tt1951166,6.5,4736,Capital,Le capital,2012,114.0,Drama,Cohen,102000.0,2400000.0,2013
tt1961175,6.2,57793,American Assassin,American Assassin,2017,112.0,"Action,Thriller",LGF,36200000.0,31000000.0,2017
tt1972571,6.8,67914,A Most Wanted Man,A Most Wanted Man,2014,122.0,"Crime,Drama,Thriller",RAtt.,17200000.0,19000000.0,2014
tt1995390,6.2,17511,Our Kind of Traitor,Our Kind of Traitor,2016,108.0,"Crime,Drama,Thriller",RAtt.,3200000.0,7600000.0,2016
tt1996264,6.0,14990,"For a Good Time, Call...","For a Good Time, Call...",2012,85.0,Comedy,Focus,1300000.0,78430930.02516411,2012
tt2056771,6.4,23311,A Bigger Splash,A Bigger Splash,2015,125.0,"Drama,Thriller",FoxS,2000000.0,5500000.0,2016
tt2072233,5.6,25827,Sleepless,Sleepless,2017,95.0,"Action,Crime,Thriller",ORF,20800000.0,12100000.0,2017
tt2093991,6.4,12000,Elvis & Nixon,Elvis & Nixon,2016,86.0,"Comedy,History",BST,1100000.0,78430930.02516411,2016
tt2109184,4.6,58408,Paranormal Activity 4,Paranormal Activity 4,2012,88.0,"Horror,Mystery,Thriller",Par.,53900000.0,88900000.0,2012
tt2109248,5.7,283486,Transformers: Age of Extinction,Transformers: Age of Extinction,2014,165.0,"Action,Adventure,Sci-Fi",Par.,245400000.0,858600000.0,2014
tt2179116,7.2,73230,The Kings of Summer,The Kings of Summer,2013,95.0,"Adventure,Comedy,Drama",CBS,1300000.0,78430930.02516411,2013
tt2219514,6.7,3450,Fill the Void,Lemale et ha'halal,2012,90.0,"Drama,Romance",SPC,1800000.0,78430930.02516411,2013
tt2226597,6.4,57033,The Mountain Between Us,The Mountain Between Us,2017,112.0,"Action,Adventure,Drama",Fox,30300000.0,32500000.0,2017
tt2229842,7.1,10185,Table No. 21,Table No.21,2013,108.0,"Adventure,Thriller",Eros,46700.0,78430930.02516411,2013
tt2275802,6.0,4559,Satyagraha,Satyagraha,2013,152.0,Drama,UTV,739000.0,78430930.02516411,2013
tt2289538,6.4,2009,On My Way,Elle s'en va,2013,116.0,"Comedy,Drama",Cohen,317000.0,78430930.02516411,2014
tt2296404,6.2,3110,Tai Chi Hero,Tai Chi Hero,2012,100.0,"Action,Adventure",WGUSA,35100.0,347000.0,2013
tt2301155,5.9,5610,Shootout at Wadala,Shootout at Wadala,2013,155.0,"Action,Crime",Eros,370000.0,78430930.02516411,2013
tt2316411,6.9,143250,Enemy,Enemy,2013,91.0,"Mystery,Thriller",A24,1000000.0,2400000.0,2014
tt2357291,6.3,72209,Rio 2,Rio 2,2014,101.0,"Adventure,Animation,Comedy",Fox,131500000.0,368600000.0,2014
tt2400275,5.9,4908,Goodbye to Language,Adieu au langage,2014,70.0,"Drama,Fantasy",KL,390000.0,78430930.02516411,2014
tt2407826,3.6,204,Husbands in Goa,Husbands in Goa,2012,140.0,Comedy,UTV,10100.0,78430930.02516411,2012
tt2408288,7.3,58,The House,Jib,2011,72.0,Animation,WB (NL),25600000.0,8600000.0,2017
tt2463808,7.3,247,The Escape,Quod erat demonstrandum,2013,107.0,"Drama,Thriller",IFC,14000.0,78430930.02516411,2018
tt2473794,6.8,22661,Mr. Turner,Mr. Turner,2014,150.0,"Biography,Drama,History",SPC,4000000.0,18200000.0,2014
tt2586000,6.6,807,The Strange Little Cat,Das merkwürdige Kätzchen,2013,72.0,"Comedy,Drama",KS,5900.0,78430930.02516411,2014
tt2654536,7.9,19,Tomorrow,Tomorrow,2018,107.25874831763123,Drama,UTMW,62500.0,78430930.02516411,2017
tt2974918,5.1,14507,Alvin and the Chipmunks: The Road Chip,Alvin and the Chipmunks: The Road Chip,2015,92.0,"Adventure,Animation,Comedy",Fox,85900000.0,148900000.0,2015
tt3045616,5.5,61366,Mortdecai,Mortdecai,2015,107.0,"Action,Comedy,Crime",LGF,7700000.0,39600000.0,2015
tt3068194,6.4,21157,Love & Friendship,Love & Friendship,2016,90.0,"Comedy,Drama,Romance",RAtt.,14000000.0,78430930.02516411,2016
tt3521164,7.6,224253,Moana,Moana,2016,107.0,"Adventure,Animation,Comedy",BV,248800000.0,394600000.0,2016
tt6998518,6.6,44378,Mandy,Mandy,2018,121.0,"Action,Fantasy,Horror",RLJ,1200000.0,78430930.02516411,2018
tt7349662,7.5,149005,BlacKkKlansman,BlacKkKlansman,2018,135.0,"Biography,Crime,Drama",Focus,49300000.0,44000000.0,2018
tt7752454,6.1,1250,Detective Chinatown 2,Tang ren jie tan an 2,2018,121.0,"Action,Comedy,Mystery",WB,2000000.0,542100000.0,2018
tt7799386,7.0,234,Conviction,Une intime conviction,2018,110.0,Drama,FoxS,6800000.0,2900000.0,2010
tt9000062,6.4,16,Maggie,Maggie,2018,88.0,Drama,RAtt.,187000.0,78430930.02516411,2015
tt0816442,7.6,119023,The Book Thief,The Book Thief,2013,131.0,"Drama,War",Fox,21500000.0,55100000.0,2013
tt0993846,8.2,1035358,The Wolf of Wall Street,The Wolf of Wall Street,2013,180.0,"Biography,Crime,Drama",Par.,116900000.0,275100000.0,2013
tt1850397,6.3,46961,The Loft,The Loft,2014,108.0,"Mystery,Romance,Thriller",ORF,6000000.0,4099999.0,2015
tt1885448,4.6,458,The Warring States,Zhan guo,2011,126.0,"Drama,War",CL,69000.0,11800000.0,2011
tt1915581,6.1,123955,Magic Mike,Magic Mike,2012,110.0,"Comedy,Drama",WB,113700000.0,53500000.0,2012
tt1922645,6.1,2201,The Fairy,La fée,2011,93.0,"Comedy,Drama",KL,38400.0,78430930.02516411,2012
tt1971352,6.4,28703,Compliance,Compliance,2012,90.0,"Biography,Crime,Drama",Magn.,319000.0,78430930.02516411,2012
tt2014351,7.2,888,Spinning Plates,Spinning Plates,2012,93.0,Documentary,TFA,112000.0,78430930.02516411,2013
tt2017020,5.4,34229,The Smurfs 2,The Smurfs 2,2013,105.0,"Adventure,Animation,Comedy",Sony,71000000.0,276500000.0,2013
tt2042568,7.5,123759,Inside Llewyn Davis,Inside Llewyn Davis,2013,104.0,"Drama,Music",CBS,13200000.0,19700000.0,2013
tt2066176,7.5,5464,Any Day Now,Any Day Now,2012,98.0,Drama,MBox,201000.0,78430930.02516411,2012
tt2183034,5.8,17627,Earth to Echo,Earth to Echo,2014,91.0,"Adventure,Family,Sci-Fi",Rela.,38900000.0,6400000.0,2014
tt2278388,8.1,633604,The Grand Budapest Hotel,The Grand Budapest Hotel,2014,99.0,"Adventure,Comedy,Crime",FoxS,59300000.0,115500000.0,2014
tt2300975,5.4,20552,Jessabelle,Jessabelle,2014,90.0,"Horror,Thriller",LGF,30640331.54076539,7000000.0,2014
tt2304426,7.3,10682,The Selfish Giant,The Selfish Giant,2013,91.0,Drama,IFC,12200.0,78430930.02516411,2013
tt2322441,4.1,279126,Fifty Shades of Grey,Fifty Shades of Grey,2015,125.0,"Drama,Romance,Thriller",Uni.,166200000.0,404800000.0,2015
tt2325977,5.2,7999,Strangerland,Strangerland,2015,112.0,"Drama,Mystery,Thriller",Alc,17500.0,78430930.02516411,2015
tt2366450,7.6,11232,Stories We Tell,Stories We Tell,2012,108.0,Documentary,RAtt.,1600000.0,78430930.02516411,2013
tt2369069,7.9,22,Lolo,Lolo,2012,60.0,Documentary,FR,24100.0,78430930.02516411,2016
tt2392830,6.5,4582,A Quiet Passion,A Quiet Passion,2016,125.0,"Biography,Drama",MBox,1900000.0,78430930.02516411,2017
tt2416822,7.4,357,The Daughter,Doch,2012,110.0,Drama,KL,26400.0,78430930.02516411,2017
tt2476154,4.4,5338,Grand Masti,Grand Masti,2013,137.0,"Comedy,Drama,Romance",Eros,414000.0,78430930.02516411,2013
tt2594078,4.4,227,Viral,Viral,2013,95.0,"Comedy,Horror,Thriller",W/Dim.,30640331.54076539,552000.0,2016
tt2718492,7.4,46819,Ida,Ida,2013,82.0,Drama,MBox,3800000.0,78430930.02516411,2014
tt2821088,6.1,2890,Bastards,Les salauds,2013,100.0,"Drama,Romance",IFC,24500.0,78430930.02516411,2013
tt3011894,8.1,151123,Wild Tales,Relatos salvajes,2014,122.0,"Comedy,Drama,Thriller",SPC,3100000.0,23900000.0,2015
tt3020666,7.3,1254,Unbranded,Unbranded,2015,106.0,Documentary,Grav.,410000.0,78430930.02516411,2015
tt3044244,6.6,3916,The Wonders,Le meraviglie,2014,110.0,Drama,Osci.,73400.0,78430930.02516411,2015
tt3062976,6.4,6740,Learning to Drive,Learning to Drive,2014,90.0,"Comedy,Drama,Romance",BG,3400000.0,78430930.02516411,2015
tt3074732,6.8,2743,Of Horses and Men,Hross í oss,2013,81.0,"Comedy,Drama,Romance",MBox,11900.0,78430930.02516411,2015
tt3195742,6.5,145,Journey to the South Pacific,Journey to the South Pacific,2013,40.0,Documentary,Imax,7600000.0,6500000.0,2013
tt3219106,6.3,183,Inferno,Inferno,2014,113.0,Drama,Sony,34300000.0,185700000.0,2016
tt3381008,6.2,82123,The Brothers Grimsby,Grimsby,2016,83.0,"Action,Adventure,Comedy",Sony,6900000.0,18300000.0,2016
tt3450900,6.0,11498,The Sea of Trees,The Sea of Trees,2015,110.0,"Drama,Fantasy,Mystery",A24,20400.0,78430930.02516411,2016
tt3451720,6.6,2300,Francofonia,Francofonia,2015,88.0,"Drama,History",MBox,307000.0,78430930.02516411,2016
tt3602660,7.3,51,Last Night,Last Night,2014,93.0,"Comedy,Drama,Romance",Trib.,99000.0,7600000.0,2011
tt7690638,7.4,3606,Soorma,Soorma,2018,131.0,"Biography,Drama,Sport",Sony,390000.0,6200000.0,2018
tt0470752,7.7,424542,Ex Machina,Ex Machina,2014,108.0,"Drama,Mystery,Sci-Fi",A24,25400000.0,11400000.0,2015
tt1126591,6.4,71021,Burlesque,Burlesque,2010,119.0,"Drama,Music,Musical",SGem,39400000.0,50100000.0,2010
tt1132449,4.8,10555,Lay the Favorite,Lay the Favorite,2012,94.0,"Comedy,Drama,Romance",RTWC,21000.0,1600000.0,2012
tt1196340,6.6,6006,Inhale,Inhale,2010,83.0,"Drama,Thriller",IFC,4100.0,51000.0,2010
tt1196948,6.4,25356,Charlie Countryman,The Necessary Death of Charlie Countryman,2013,103.0,"Comedy,Drama,Romance",MNE,11700.0,78430930.02516411,2013
tt1210819,6.4,208827,The Lone Ranger,The Lone Ranger,2013,150.0,"Action,Adventure,Western",BV,89300000.0,171200000.0,2013
tt1244659,6.5,15673,Extraordinary Measures,Extraordinary Measures,2010,106.0,Drama,CBS,12100000.0,3100000.0,2010
tt1321870,6.7,195560,Gangster Squad,Gangster Squad,2013,113.0,"Action,Crime,Drama",WB,46000000.0,59200000.0,2013
tt1356864,6.2,18606,I'm Still Here,I'm Still Here,2010,108.0,"Comedy,Drama,Music",Magn.,409000.0,160000.0,2010
tt1365519,6.3,163560,Tomb Raider,Tomb Raider,2018,119.0,"Action,Adventure,Fantasy",WB,58300000.0,216400000.0,2018
tt1366409,6.3,3067,Miral,Miral,2010,112.0,"Drama,History",Wein.,373000.0,527000.0,2011
tt1389127,5.7,17413,Texas Killing Fields,Texas Killing Fields,2011,105.0,"Crime,Drama,History",Anch.,45500.0,912000.0,2011
tt1477855,5.9,10726,Hyde Park on Hudson,Hyde Park on Hudson,2012,94.0,"Biography,Comedy,Drama",Focus,6400000.0,2500000.0,2012
tt1487931,5.7,4984,Khumba,Khumba,2013,85.0,"Adventure,Animation,Family",MNE,1000.0,27200000.0,2013
tt1529567,6.9,364,Sea Rex 3D: Journey to a Prehistoric World,Sea Rex 3D: Journey to a Prehistoric World,2010,41.0,Documentary,3D,6100000.0,9900000.0,2010
tt1532503,7.2,83770,Beginners,Beginners,2010,105.0,"Comedy,Drama,Romance",Focus,5800000.0,8500000.0,2011
tt1586713,7.0,45,Burlesque,Burlesque,2010,107.25874831763123,Drama,SGem,39400000.0,50100000.0,2010
tt1588895,6.7,11717,Uncle Boonmee Who Can Recall His Past Lives,Loong Boonmee raleuk chat,2010,114.0,"Drama,Fantasy",Strand,184000.0,946000.0,2011
tt1594562,5.5,31089,The Innkeepers,The Innkeepers,2011,101.0,"Drama,Horror,Mystery",Magn.,78400.0,78430930.02516411,2012
tt1605769,5.8,3530,The Monk,Le moine,2011,101.0,"Drama,Mystery,Thriller",ATO,13500.0,794000.0,2013
tt1632708,6.6,317338,Friends with Benefits,Friends with Benefits,2011,109.0,"Comedy,Romance",SGem,55800000.0,93700000.0,2011
tt1641624,5.8,1811,My Piece of the Pie,Ma part du gâteau,2011,109.0,"Comedy,Drama",IFC,6900.0,78430930.02516411,2011
tt1645170,6.4,250976,The Dictator,The Dictator,2012,83.0,Comedy,Par.,59700000.0,119700000.0,2012
tt1646111,7.1,1243,"Life, Above All",Le secret de Chanda,2010,100.0,Drama,SPC,134000.0,78430930.02516411,2011
tt1673697,7.0,12143,The Sapphires,The Sapphires,2012,103.0,"Biography,Comedy,Drama",Wein.,2500000.0,18000000.0,2013
tt1678051,4.3,6765,Soldiers of Fortune,Soldiers of Fortune,2012,94.0,"Action,Thriller",RAtt.,38900.0,1500000.0,2012
tt1691916,6.4,39282,Before I Fall,Before I Fall,2017,98.0,"Drama,Fantasy,Mystery",ORF,12200000.0,78430930.02516411,2017
tt1712170,5.1,30951,Alex Cross,Alex Cross,2012,101.0,"Action,Crime,Mystery",LG/S,25900000.0,8700000.0,2012
tt1727770,6.0,34859,Absolutely Anything,Absolutely Anything,2015,85.0,"Comedy,Sci-Fi",ADC,20200.0,78430930.02516411,2017
tt1727776,6.3,40479,Scouts Guide to the Zombie Apocalypse,Scouts Guide to the Zombie Apocalypse,2015,93.0,"Action,Comedy,Horror",Par.,3700000.0,12400000.0,2015
tt1840417,7.1,70308,The Words,The Words,2012,102.0,"Drama,Mystery,Romance",CBS,11500000.0,1700000.0,2012
tt1859446,6.4,8505,Alps,Alpeis,2011,93.0,Drama,KL,16100.0,78430930.02516411,2012
tt1974419,6.2,72359,The Neon Demon,The Neon Demon,2016,117.0,"Horror,Thriller",BG,1300000.0,78430930.02516411,2016
tt2006295,6.9,32263,The 33,The 33,2015,127.0,"Biography,Drama,History",WB,12200000.0,12700000.0,2015
tt2034031,6.4,38885,Laggies,Laggies,2014,99.0,"Comedy,Drama,Romance",A24,1100000.0,78430930.02516411,2014
tt2063666,6.2,5489,Hello I Must Be Going,Hello I Must Be Going,2012,95.0,"Comedy,Drama,Romance",Osci.,107000.0,78430930.02516411,2012
tt2088003,5.4,28615,Big Game,Big Game,2014,90.0,"Action,Adventure,Crime",EC,24600.0,78430930.02516411,2015
tt2101383,5.7,22242,Knight of Cups,Knight of Cups,2015,118.0,"Drama,Romance",BG,566000.0,78430930.02516411,2016
tt2115295,6.3,9652,Ginger & Rosa,Ginger & Rosa,2012,90.0,Drama,A24,1000000.0,78430930.02516411,2013
tt2118702,6.9,246,Patience (After Sebald),Patience (After Sebald),2012,86.0,Documentary,CGld,15900.0,78430930.02516411,2012
tt2121382,7.3,41818,Force Majeure,Turist,2014,120.0,"Comedy,Drama",Magn.,1400000.0,78430930.02516411,2014
tt2124074,5.8,2757,28 Hotel Rooms,28 Hotel Rooms,2012,82.0,"Drama,Romance",Osci.,18900.0,78430930.02516411,2012
tt2140373,7.5,140678,Saving Mr. Banks,Saving Mr. Banks,2013,125.0,"Biography,Comedy,Drama",BV,83300000.0,34600000.0,2013
tt2141751,6.4,8050,God Help the Girl,God Help the Girl,2014,112.0,"Drama,Music,Romance",Ampl.,103000.0,78430930.02516411,2014
tt2172584,6.2,35049,Maps to the Stars,Maps to the Stars,2014,111.0,"Comedy,Drama",FCW,351000.0,988000.0,2015
tt2215395,6.6,6279,Paulette,Paulette,2012,87.0,"Comedy,Crime",Cohen,29500.0,78430930.02516411,2015
tt2262282,5.9,33,The Founder,Der Gründer,2012,108.0,"Comedy,Sci-Fi",Wein.,12800000.0,11300000.0,2017
tt2293640,6.4,193917,Minions,Minions,2015,91.0,"Adventure,Animation,Comedy",Uni.,336000000.0,823400000.0,2015
tt2364897,3.9,8167,The Disappointments Room,The Disappointments Room,2016,85.0,"Drama,Horror,Thriller",Rela.,2400000.0,78430930.02516411,2016
tt2390361,7.0,55698,Enough Said,Enough Said,2013,93.0,"Comedy,Drama,Romance",FoxS,17600000.0,7700000.0,2013
